PRODUCTIONLINE,,TIME,,SKU,,ASSET,,ERROR_CODE,,FAULTS,,YIELD,,LOCATION1,,LOCATION2
a001,,2019-10-01T21:05:13,,100100,,0xa00008,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T18:49:04,,100100,,0xa00005,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T18:45:00,,100086,,0xa00008,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T08:53:55,,100049,,0xa00027,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T23:54:36,,100015,,0xa00024,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T00:31:16,,100078,,0xa00034,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T09:02:20,,100070,,0xa00012,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T05:32:37,,100010,,0xa00004,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T05:28:59,,100078,,0xa00017,,0,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T13:55:03,,100023,,0xa00027,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T00:01:16,,100031,,0xa00016,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T16:39:43,,100013,,0xa00030,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T22:10:15,,100082,,0xa00001,,0,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T09:18:52,,100035,,0xa00033,,1,,FALSE,,9,,Chicago,,IL
a001,,2019-10-01T15:06:24,,100079,,0xa00015,,1,,TRUE,,5,,Chicago,,IL
a001,,2019-10-01T10:16:27,,100070,,0xa00031,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T00:34:00,,100036,,0xa00036,,1,,TRUE,,2,,Chicago,,IL
a001,,2019-10-01T16:43:35,,100030,,0xa00020,,0,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T15:55:32,,100024,,0xa00022,,1,,FALSE,,6,,Chicago,,IL
a001,,2019-10-01T18:11:17,,100059,,0xa00031,,0,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T07:21:29,,100067,,0xa00013,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T19:47:53,,100007,,0xa00002,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T22:06:35,,100095,,0xa00015,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T03:17:08,,100039,,0xa00005,,0,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T20:15:07,,100068,,0xa00039,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T12:10:07,,100038,,0xa00009,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T18:10:15,,100011,,0xa00026,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T00:52:32,,100020,,0xa00026,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T14:56:24,,100032,,0xa00004,,0,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T00:07:02,,100074,,0xa00031,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T23:21:42,,100029,,0xa00019,,0,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T15:09:01,,100019,,0xa00034,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T12:43:51,,100087,,0xa00030,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T15:58:40,,100096,,0xa00019,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T15:09:35,,100069,,0xa00028,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T01:41:44,,100078,,0xa00004,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T03:17:51,,100082,,0xa00032,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T17:31:01,,100028,,0xa00032,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T04:54:22,,100043,,0xa00017,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T01:35:25,,100076,,0xa00003,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T01:51:02,,100010,,0xa00034,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T14:49:05,,100059,,0xa00036,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T23:16:15,,100004,,0xa00015,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T01:45:40,,100014,,0xa00026,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T21:44:50,,100066,,0xa00023,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T02:16:11,,100082,,0xa00022,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T23:01:02,,100038,,0xa00032,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T10:53:27,,100032,,0xa00021,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T21:48:46,,100069,,0xa00028,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T14:40:46,,100022,,0xa00035,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T05:02:08,,100065,,0xa00031,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T23:25:38,,100088,,0xa00002,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T15:46:39,,100008,,0xa00002,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T10:04:19,,100047,,0xa00011,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T13:18:42,,100071,,0xa00011,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T16:41:42,,100085,,0xa00007,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T13:51:06,,100023,,0xa00012,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T15:32:27,,100045,,0xa00001,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T04:54:21,,100011,,0xa00005,,0,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T02:14:53,,100056,,0xa00027,,1,,TRUE,,3,,Baltimore,,MD
a001,,2019-10-01T22:17:55,,100029,,0xa00020,,1,,FALSE,,6,,Chicago,,IL
a001,,2019-10-01T20:39:29,,100085,,0xa00039,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T16:32:55,,100005,,0xa00007,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T01:22:39,,100092,,0xa00032,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T14:14:52,,100063,,0xa00038,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T18:30:18,,100044,,0xa00014,,1,,FALSE,,5,,Chicago,,IL
a001,,2019-10-01T23:07:04,,100067,,0xa00025,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T19:04:26,,100048,,0xa00036,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T04:07:53,,100096,,0xa00022,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T14:37:32,,100099,,0xa00017,,0,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T17:36:08,,100077,,0xa00027,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T12:09:16,,100019,,0xa00013,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T23:58:20,,100010,,0xa00010,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T23:16:01,,100007,,0xa00024,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T20:43:11,,100006,,0xa00036,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T22:32:14,,100066,,0xa00032,,0,,FALSE,,5,,Chicago,,IL
a001,,2019-10-01T22:16:31,,100066,,0xa00012,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T17:56:07,,100087,,0xa00032,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T17:27:22,,100064,,0xa00020,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T06:29:16,,100046,,0xa00039,,0,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T05:57:47,,100017,,0xa00026,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T23:27:49,,100079,,0xa00026,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T19:59:20,,100057,,0xa00037,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T11:37:41,,100067,,0xa00003,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T15:14:40,,100091,,0xa00037,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T21:36:22,,100030,,0xa00030,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T19:14:11,,100053,,0xa00023,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T01:22:18,,100088,,0xa00037,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T18:44:21,,100062,,0xa00009,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T11:46:37,,100094,,0xa00004,,1,,FALSE,,6,,Chicago,,IL
a001,,2019-10-01T20:53:41,,100011,,0xa00005,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T18:02:16,,100069,,0xa00001,,0,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T13:41:50,,100074,,0xa00032,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T20:35:45,,100011,,0xa00031,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T02:13:10,,100008,,0xa00006,,0,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T22:39:05,,100078,,0xa00011,,1,,FALSE,,2,,Chicago,,IL
a001,,2019-10-01T07:27:57,,100082,,0xa00015,,0,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T09:13:24,,100038,,0xa00031,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T05:35:26,,100034,,0xa00024,,0,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T19:14:48,,100083,,0xa00033,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T11:14:15,,100033,,0xa00012,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T16:37:04,,100028,,0xa00020,,0,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T22:34:32,,100069,,0xa00033,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T06:26:05,,100040,,0xa00014,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T19:16:00,,100058,,0xa00038,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T05:29:43,,100083,,0xa00035,,1,,TRUE,,3,,Baltimore,,MD
a001,,2019-10-01T06:49:30,,100004,,0xa00014,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T20:42:38,,100069,,0xa00039,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T00:08:40,,100058,,0xa00028,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T21:47:58,,100071,,0xa00003,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T18:33:06,,100026,,0xa00011,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T17:28:00,,100087,,0xa00006,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T13:29:55,,100017,,0xa00002,,0,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T05:18:39,,100007,,0xa00030,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T17:00:12,,100021,,0xa00008,,1,,TRUE,,9,,New York City,,NY
a001,,2019-10-01T04:56:49,,100033,,0xa00015,,1,,FALSE,,6,,Chicago,,IL
a001,,2019-10-01T19:35:52,,100092,,0xa00003,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T09:00:06,,100022,,0xa00005,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T09:23:57,,100003,,0xa00034,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T05:31:58,,100069,,0xa00017,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T00:55:33,,100089,,0xa00016,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T14:12:52,,100078,,0xa00021,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T00:30:26,,100015,,0xa00007,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T11:58:41,,100071,,0xa00020,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T14:53:24,,100036,,0xa00020,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T05:18:22,,100086,,0xa00005,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T16:53:32,,100012,,0xa00028,,1,,FALSE,,6,,New York City,,NY
a001,,2019-10-01T23:07:03,,100035,,0xa00039,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T05:48:15,,100009,,0xa00029,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T13:24:07,,100041,,0xa00013,,1,,TRUE,,8,,New York City,,NY
a001,,2019-10-01T12:34:02,,100029,,0xa00006,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T18:18:21,,100040,,0xa00027,,1,,TRUE,,3,,New York City,,NY
a001,,2019-10-01T16:19:27,,100060,,0xa00006,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T15:45:11,,100067,,0xa00025,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T06:38:13,,100094,,0xa00020,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T23:08:01,,100002,,0xa00035,,0,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T04:41:35,,100023,,0xa00033,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T11:22:42,,100029,,0xa00026,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T06:59:35,,100010,,0xa00001,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T22:10:04,,100020,,0xa00019,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T13:29:03,,100012,,0xa00036,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T11:19:29,,100028,,0xa00036,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T03:22:24,,100081,,0xa00004,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T07:25:22,,100091,,0xa00039,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T23:14:19,,100042,,0xa00005,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T22:20:42,,100048,,0xa00003,,0,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T21:31:02,,100067,,0xa00027,,0,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T21:17:38,,100002,,0xa00021,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T05:44:39,,100034,,0xa00033,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T00:57:58,,100037,,0xa00035,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T03:12:56,,100030,,0xa00015,,0,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T05:35:03,,100022,,0xa00039,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T21:30:37,,100090,,0xa00028,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T14:10:35,,100045,,0xa00026,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T03:52:14,,100037,,0xa00030,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T06:39:43,,100086,,0xa00030,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T08:07:38,,100030,,0xa00029,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T04:03:07,,100012,,0xa00032,,1,,FALSE,,9,,Chicago,,IL
a001,,2019-10-01T04:50:58,,100092,,0xa00006,,1,,TRUE,,2,,New York City,,NY
a001,,2019-10-01T04:39:46,,100064,,0xa00011,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T18:22:25,,100071,,0xa00025,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T15:51:42,,100094,,0xa00003,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T16:21:31,,100013,,0xa00032,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T09:43:38,,100073,,0xa00031,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T04:36:49,,100014,,0xa00033,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T21:05:32,,100092,,0xa00024,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T23:27:16,,100014,,0xa00038,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T06:01:57,,100016,,0xa00034,,1,,FALSE,,2,,New York City,,NY
a001,,2019-10-01T15:44:32,,100084,,0xa00009,,0,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T00:34:31,,100076,,0xa00039,,1,,TRUE,,7,,Baltimore,,MD
a001,,2019-10-01T00:34:24,,100001,,0xa00029,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T03:22:54,,100021,,0xa00012,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T20:06:43,,100055,,0xa00002,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T11:14:41,,100085,,0xa00020,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T04:34:59,,100060,,0xa00018,,0,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T13:21:01,,100044,,0xa00023,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T07:46:17,,100083,,0xa00011,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T12:38:29,,100081,,0xa00018,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T01:55:41,,100006,,0xa00018,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T11:46:04,,100002,,0xa00023,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T18:51:54,,100052,,0xa00017,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T04:08:24,,100029,,0xa00022,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T21:12:52,,100057,,0xa00033,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T03:22:37,,100010,,0xa00030,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T06:32:51,,100046,,0xa00018,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T11:20:31,,100055,,0xa00028,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T05:44:50,,100009,,0xa00001,,0,,FALSE,,6,,Chicago,,IL
a001,,2019-10-01T04:20:57,,100044,,0xa00015,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T01:53:58,,100066,,0xa00026,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T18:02:38,,100085,,0xa00019,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T03:30:03,,100023,,0xa00005,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T21:14:43,,100086,,0xa00006,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T13:26:00,,100072,,0xa00002,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T13:40:48,,100006,,0xa00029,,1,,FALSE,,6,,Baltimore,,MD
a001,,2019-10-01T11:39:55,,100007,,0xa00009,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T09:41:59,,100054,,0xa00027,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T15:36:01,,100064,,0xa00008,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T16:12:58,,100054,,0xa00002,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T08:07:22,,100067,,0xa00007,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T12:36:27,,100010,,0xa00015,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T10:09:19,,100006,,0xa00030,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T19:17:30,,100002,,0xa00028,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T07:13:53,,100046,,0xa00007,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T14:07:58,,100014,,0xa00029,,1,,FALSE,,4,,Chicago,,IL
a001,,2019-10-01T01:04:24,,100057,,0xa00031,,0,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T00:37:40,,100086,,0xa00008,,1,,TRUE,,7,,Baltimore,,MD
a001,,2019-10-01T17:09:26,,100042,,0xa00015,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T19:06:40,,100008,,0xa00018,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T05:04:14,,100073,,0xa00017,,1,,FALSE,,7,,Chicago,,IL
a001,,2019-10-01T14:17:05,,100095,,0xa00034,,0,,FALSE,,6,,Chicago,,IL
a001,,2019-10-01T20:09:22,,100093,,0xa00026,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T20:26:07,,100079,,0xa00012,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T21:14:49,,100065,,0xa00011,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T05:48:28,,100098,,0xa00015,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T08:01:22,,100054,,0xa00003,,1,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T20:55:33,,100042,,0xa00021,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T14:34:45,,100085,,0xa00031,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T16:40:41,,100023,,0xa00034,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T22:49:49,,100080,,0xa00022,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T19:02:15,,100048,,0xa00011,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T10:52:34,,100006,,0xa00003,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T11:44:48,,100028,,0xa00026,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T02:37:47,,100041,,0xa00016,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T21:32:25,,100032,,0xa00021,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T07:37:33,,100034,,0xa00009,,0,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T13:25:47,,100071,,0xa00032,,1,,TRUE,,5,,Chicago,,IL
a001,,2019-10-01T17:56:48,,100098,,0xa00008,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T01:08:52,,100061,,0xa00004,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T09:30:30,,100002,,0xa00030,,0,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T02:27:09,,100041,,0xa00001,,1,,FALSE,,1,,Chicago,,IL
a001,,2019-10-01T02:57:04,,100080,,0xa00039,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T10:48:03,,100072,,0xa00005,,0,,FALSE,,5,,Baltimore,,MD
a001,,2019-10-01T07:47:47,,100055,,0xa00034,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T01:56:43,,100087,,0xa00036,,0,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T00:50:07,,100002,,0xa00014,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T21:55:10,,100032,,0xa00018,,1,,FALSE,,5,,Chicago,,IL
a001,,2019-10-01T15:53:39,,100017,,0xa00028,,1,,TRUE,,3,,Baltimore,,MD
a001,,2019-10-01T08:04:56,,100008,,0xa00035,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T11:58:17,,100014,,0xa00005,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T21:11:49,,100015,,0xa00007,,1,,FALSE,,7,,New York City,,NY
a001,,2019-10-01T20:30:36,,100093,,0xa00024,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T06:24:00,,100089,,0xa00023,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T19:59:57,,100047,,0xa00002,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T23:17:14,,100100,,0xa00037,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T13:21:47,,100029,,0xa00001,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T13:48:42,,100006,,0xa00038,,1,,FALSE,,9,,Chicago,,IL
a001,,2019-10-01T19:37:27,,100040,,0xa00023,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T20:36:58,,100032,,0xa00001,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T11:38:48,,100094,,0xa00022,,1,,FALSE,,3,,Chicago,,IL
a001,,2019-10-01T12:18:06,,100008,,0xa00010,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T04:35:14,,100010,,0xa00014,,1,,FALSE,,9,,Baltimore,,MD
a001,,2019-10-01T12:20:03,,100061,,0xa00036,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T21:50:17,,100045,,0xa00039,,1,,TRUE,,1,,Baltimore,,MD
a001,,2019-10-01T05:33:32,,100043,,0xa00038,,1,,TRUE,,5,,New York City,,NY
a001,,2019-10-01T19:45:30,,100050,,0xa00015,,1,,FALSE,,4,,New York City,,NY
a001,,2019-10-01T11:45:44,,100008,,0xa00001,,1,,TRUE,,4,,Chicago,,IL
a001,,2019-10-01T02:58:35,,100080,,0xa00032,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T05:44:26,,100089,,0xa00020,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T02:53:55,,100090,,0xa00005,,1,,FALSE,,8,,Chicago,,IL
a001,,2019-10-01T14:08:20,,100084,,0xa00002,,0,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T07:07:56,,100042,,0xa00031,,0,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T11:09:52,,100053,,0xa00029,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T23:58:54,,100077,,0xa00007,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T23:18:13,,100097,,0xa00016,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T06:05:48,,100092,,0xa00014,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T16:53:00,,100046,,0xa00030,,1,,FALSE,,5,,New York City,,NY
a001,,2019-10-01T10:00:34,,100021,,0xa00010,,1,,FALSE,,1,,New York City,,NY
a001,,2019-10-01T16:49:25,,100049,,0xa00032,,1,,FALSE,,9,,New York City,,NY
a001,,2019-10-01T12:47:04,,100034,,0xa00030,,1,,FALSE,,8,,New York City,,NY
a001,,2019-10-01T16:20:39,,100088,,0xa00018,,1,,FALSE,,1,,Baltimore,,MD
a001,,2019-10-01T18:29:16,,100068,,0xa00011,,1,,FALSE,,2,,Baltimore,,MD
a001,,2019-10-01T23:08:01,,100019,,0xa00032,,1,,FALSE,,7,,Baltimore,,MD
a001,,2019-10-01T08:12:01,,100069,,0xa00030,,1,,FALSE,,8,,Baltimore,,MD
a001,,2019-10-01T16:59:01,,100002,,0xa00016,,0,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T02:51:15,,100012,,0xa00030,,1,,FALSE,,4,,Baltimore,,MD
a001,,2019-10-01T01:50:34,,100066,,0xa00033,,1,,FALSE,,3,,Baltimore,,MD
a001,,2019-10-01T10:07:03,,100061,,0xa00002,,1,,FALSE,,3,,New York City,,NY
a001,,2019-10-01T23:44:14,,100066,,0xa00001,,1,,FALSE,,6,,Chicago,,IL
