SENSORUUID,PRODUCTION_NODE,PRODUCT,MEASURE
0xa00038tm_,0xa00038,2019-10-01T09:53:34,82.35666476
0xa00019tm_,0xa00019,2019-10-01T15:58:40,81.36164808
0xa00005tm_,0xa00005,2019-10-01T12:02:56,80.08336699
0xa00007tm_,0xa00007,2019-10-01T17:32:36,78.02046273
0xa00009tm_,0xa00009,2019-10-01T19:45:46,80.361579
0xa00028tm_,0xa00028,2019-10-01T07:05:46,82.34388286
0xa00017tm_,0xa00017,2019-10-01T11:42:49,81.15667687
0xa00022tm_,0xa00022,2019-10-01T13:25:47,82
0xa00037tm_,0xa00037,2019-10-01T17:56:55,84.26286653
0xa00028tm_,0xa00028,2019-10-01T15:09:35,83.2592462
0xa00025tm_,0xa00025,2019-10-01T08:22:49,82.71724912
0xa00004tm_,0xa00004,2019-10-01T01:41:44,78.57141825
0xa00027tm_,0xa00027,2019-10-01T03:57:07,82.47872973
0xa00038tm_,0xa00038,2019-10-01T03:08:32,83.83080456
0xa00013tm_,0xa00013,2019-10-01T23:25:35,81.44611479
0xa00007tm_,0xa00007,2019-10-01T09:40:46,81.04444478
0xa00036tm_,0xa00036,2019-10-01T09:59:13,83.16220432
0xa00006tm_,0xa00006,2019-10-01T08:22:56,81.62439574
0xa00009tm_,0xa00009,2019-10-01T02:32:24,79.2577391
0xa00031tm_,0xa00031,2019-10-01T10:59:26,83.31724102
0xa00033tm_,0xa00033,2019-10-01T12:22:46,84.71393716
0xa00032tm_,0xa00032,2019-10-01T03:17:51,84.52013552
0xa00008tm_,0xa00008,2019-10-01T21:04:21,81.33068674
0xa00012tm_,0xa00012,2019-10-01T21:28:29,81.70599761
0xa00006tm_,0xa00006,2019-10-01T18:03:09,79.12871292
0xa00038tm_,0xa00038,2019-10-01T18:25:13,83.6183378
0xa00011tm_,0xa00011,2019-10-01T01:06:35,80.52567972
0xa00032tm_,0xa00032,2019-10-01T17:31:01,83.97546176
0xa00023tm_,0xa00023,2019-10-01T10:30:49,82
0xa00017tm_,0xa00017,2019-10-01T04:28:02,81.69058275
0xa00017tm_,0xa00017,2019-10-01T04:54:22,81.68708021
0xa00032tm_,0xa00032,2019-10-01T10:39:09,84.74251165
0xa00034tm_,0xa00034,2019-10-01T23:55:02,82.43969403
0xa00010tm_,0xa00010,2019-10-01T20:41:47,79.11938249
0xa00003tm_,0xa00003,2019-10-01T01:35:25,81.01888918
0xa00012tm_,0xa00012,2019-10-01T13:26:08,81.38739972
0xa00034tm_,0xa00034,2019-10-01T01:51:02,83.85734317
0xa00013tm_,0xa00013,2019-10-01T06:49:14,80.57651111
0xa00020tm_,0xa00020,2019-10-01T03:11:53,82
0xa00038tm_,0xa00038,2019-10-01T04:57:04,83.1017037
0xa00019tm_,0xa00019,2019-10-01T07:07:41,81.90624171
0xa00019tm_,0xa00019,2019-10-01T11:15:12,81.4577326
0xa00003tm_,0xa00003,2019-10-01T15:36:11,81.61589376
0xa00036tm_,0xa00036,2019-10-01T14:49:05,82.84774514
0xa00029tm_,0xa00029,2019-10-01T05:37:54,82.68180094
0xa00036tm_,0xa00036,2019-10-01T06:40:57,82.12878226
0xa00035tm_,0xa00035,2019-10-01T04:25:29,82.83025742
0xa00035tm_,0xa00035,2019-10-01T13:12:36,84.59829357
0xa00016tm_,0xa00016,2019-10-01T04:58:54,81.37081627
0xa00009tm_,0xa00009,2019-10-01T07:24:08,81.35230995
0xa00015tm_,0xa00015,2019-10-01T23:16:15,81.01376389
0xa00026tm_,0xa00026,2019-10-01T01:45:40,82.01961718
0xa00023tm_,0xa00023,2019-10-01T10:09:22,82
0xa00005tm_,0xa00005,2019-10-01T13:47:02,81.05055165
0xa00038tm_,0xa00038,2019-10-01T02:51:53,85.6006304
0xa00036tm_,0xa00036,2019-10-01T22:07:22,83.39093613
0xa00030tm_,0xa00030,2019-10-01T07:37:17,82.49683355
0xa00037tm_,0xa00037,2019-10-01T18:38:50,82.7240484
0xa00037tm_,0xa00037,2019-10-01T09:49:35,82.17564497
0xa00013tm_,0xa00013,2019-10-01T08:01:41,81.51580677
0xa00038tm_,0xa00038,2019-10-01T07:09:50,83.01122418
0xa00017tm_,0xa00017,2019-10-01T22:54:42,81.08322846
0xa00023tm_,0xa00023,2019-10-01T21:44:50,82
0xa00012tm_,0xa00012,2019-10-01T23:46:30,81.5332264
0xa00022tm_,0xa00022,2019-10-01T02:16:11,82
0xa00038tm_,0xa00038,2019-10-01T23:52:14,82.75530678
0xa00022tm_,0xa00022,2019-10-01T08:23:30,82
0xa00034tm_,0xa00034,2019-10-01T21:21:19,83.7616195
0xa00024tm_,0xa00024,2019-10-01T22:47:40,82.19222788
0xa00011tm_,0xa00011,2019-10-01T23:07:22,81.66516263
0xa00021tm_,0xa00021,2019-10-01T00:20:14,82
0xa00017tm_,0xa00017,2019-10-01T21:40:59,81.47578287
0xa00031tm_,0xa00031,2019-10-01T10:45:45,83.65327363
0xa00032tm_,0xa00032,2019-10-01T23:01:02,83.65895165
0xa00024tm_,0xa00024,2019-10-01T22:16:41,82.04916066
0xa00039tm_,0xa00039,2019-10-01T15:21:44,85.65858803
0xa00021tm_,0xa00021,2019-10-01T10:53:27,82
0xa00027tm_,0xa00027,2019-10-01T01:16:17,82.33156935
0xa00028tm_,0xa00028,2019-10-01T21:48:46,83.11313885
0xa00031tm_,0xa00031,2019-10-01T22:52:37,82.61985855
0xa00035tm_,0xa00035,2019-10-01T14:40:46,84.77109245
0xa00021tm_,0xa00021,2019-10-01T12:43:44,82
0xa00037tm_,0xa00037,2019-10-01T21:29:10,84.38186986
0xa00016tm_,0xa00016,2019-10-01T00:00:10,81.79952937
0xa00024tm_,0xa00024,2019-10-01T13:35:52,82.06507833
0xa00017tm_,0xa00017,2019-10-01T02:07:04,81.46224528
0xa00037tm_,0xa00037,2019-10-01T17:52:30,83.53751254
0xa00038tm_,0xa00038,2019-10-01T02:46:03,84.8791514
0xa00034tm_,0xa00034,2019-10-01T12:02:36,82.75635944
0xa00034tm_,0xa00034,2019-10-01T14:07:47,82.51736154
0xa00020tm_,0xa00020,2019-10-01T15:17:52,82
0xa00031tm_,0xa00031,2019-10-01T05:02:08,83.71245649
0xa00036tm_,0xa00036,2019-10-01T16:16:56,84.02165875
0xa00014tm_,0xa00014,2019-10-01T20:49:19,81.90320114
0xa00039tm_,0xa00039,2019-10-01T11:38:04,84.33072596
0xa00032tm_,0xa00032,2019-10-01T20:04:45,84.53185893
0xa00002tm_,0xa00002,2019-10-01T23:25:38,77.11784006
0xa00028tm_,0xa00028,2019-10-01T08:18:43,82.10086276
0xa00003tm_,0xa00003,2019-10-01T02:39:31,81.53724789
0xa00012tm_,0xa00012,2019-10-01T10:38:57,81.22401025
0xa00010tm_,0xa00010,2019-10-01T18:13:06,79.28986587
0xa00034tm_,0xa00034,2019-10-01T08:58:44,84.14131184
0xa00015tm_,0xa00015,2019-10-01T23:46:43,80.04741802
0xa00008tm_,0xa00008,2019-10-01T00:31:19,81.00501136
0xa00015tm_,0xa00015,2019-10-01T10:06:20,81.72062243
0xa00014tm_,0xa00014,2019-10-01T14:57:04,80.47654743
0xa00035tm_,0xa00035,2019-10-01T05:43:19,83.18436081
0xa00003tm_,0xa00003,2019-10-01T09:01:27,78.0726001
0xa00002tm_,0xa00002,2019-10-01T15:46:39,81.3416478
0xa00003tm_,0xa00003,2019-10-01T23:36:02,78.37517394
0xa00029tm_,0xa00029,2019-10-01T03:58:12,83.36781423
0xa00002tm_,0xa00002,2019-10-01T11:43:35,79.17056664
0xa00007tm_,0xa00007,2019-10-01T14:15:39,81.87583314
0xa00011tm_,0xa00011,2019-10-01T10:04:19,81.29142815
0xa00027tm_,0xa00027,2019-10-01T03:43:16,82.92833859
0xa00011tm_,0xa00011,2019-10-01T13:18:42,81.99311342
0xa00007tm_,0xa00007,2019-10-01T16:41:42,80.5165312
0xa00033tm_,0xa00033,2019-10-01T04:45:13,84.91411211
0xa00032tm_,0xa00032,2019-10-01T08:07:19,84.98726497
0xa00023tm_,0xa00023,2019-10-01T23:27:54,82
0xa00029tm_,0xa00029,2019-10-01T21:31:43,83.67038983
0xa00010tm_,0xa00010,2019-10-01T21:48:15,79.44638951
0xa00012tm_,0xa00012,2019-10-01T13:51:06,81.44589567
0xa00003tm_,0xa00003,2019-10-01T20:10:07,79.46453156
0xa00013tm_,0xa00013,2019-10-01T12:36:01,80.83694168
0xa00015tm_,0xa00015,2019-10-01T02:20:52,80.6777898
0xa00033tm_,0xa00033,2019-10-01T15:18:13,83.0183083
0xa00007tm_,0xa00007,2019-10-01T22:38:21,80.25919546
0xa00005tm_,0xa00005,2019-10-01T04:25:39,79.09745553
0xa00015tm_,0xa00015,2019-10-01T04:21:59,80.68365842
0xa00001tm_,0xa00001,2019-10-01T15:32:27,78.43510824
0xa00001tm_,0xa00001,2019-10-01T10:13:38,79.05516872
0xa00021tm_,0xa00021,2019-10-01T01:24:06,82
0xa00022tm_,0xa00022,2019-10-01T20:22:12,82
0xa00004tm_,0xa00004,2019-10-01T19:01:53,81.34320583
0xa00022tm_,0xa00022,2019-10-01T12:10:39,82
0xa00010tm_,0xa00010,2019-10-01T22:51:52,81.81588912
0xa00008tm_,0xa00008,2019-10-01T19:17:31,79.76501758
0xa00037tm_,0xa00037,2019-10-01T15:25:31,83.80154174
0xa00005tm_,0xa00005,2019-10-01T04:54:21,80.32541176
0xa00006tm_,0xa00006,2019-10-01T14:30:27,80.25698768
0xa00027tm_,0xa00027,2019-10-01T02:14:53,82.8805948
0xa00020tm_,0xa00020,2019-10-01T22:17:55,82
0xa00039tm_,0xa00039,2019-10-01T20:39:29,84.4235806
0xa00005tm_,0xa00005,2019-10-01T15:20:11,79.06849493
0xa00005tm_,0xa00005,2019-10-01T10:33:17,81.13293249
0xa00015tm_,0xa00015,2019-10-01T10:26:06,80.52993139
0xa00007tm_,0xa00007,2019-10-01T16:32:55,81.85297747
0xa00003tm_,0xa00003,2019-10-01T10:57:01,79.70743329
0xa00009tm_,0xa00009,2019-10-01T17:18:30,81.66784474
0xa00032tm_,0xa00032,2019-10-01T01:22:39,84.77101725
0xa00005tm_,0xa00005,2019-10-01T10:11:17,80.53787421
0xa00036tm_,0xa00036,2019-10-01T10:40:19,85.64817384
0xa00012tm_,0xa00012,2019-10-01T19:41:18,81.19881812
0xa00012tm_,0xa00012,2019-10-01T11:11:45,81.91300514
0xa00001tm_,0xa00001,2019-10-01T23:08:23,81.27956825
0xa00038tm_,0xa00038,2019-10-01T14:14:52,82.89219989
0xa00013tm_,0xa00013,2019-10-01T04:49:05,80.56457108
0xa00021tm_,0xa00021,2019-10-01T19:44:30,82
0xa00012tm_,0xa00012,2019-10-01T14:23:39,81.38270855
0xa00014tm_,0xa00014,2019-10-01T18:30:18,80.4041901
0xa00035tm_,0xa00035,2019-10-01T08:45:04,82.74629436
0xa00025tm_,0xa00025,2019-10-01T23:07:04,82.05235922
0xa00036tm_,0xa00036,2019-10-01T19:04:26,84.86143373
0xa00017tm_,0xa00017,2019-10-01T10:22:28,81.16680467
0xa00034tm_,0xa00034,2019-10-01T22:51:25,82.51002349
0xa00001tm_,0xa00001,2019-10-01T14:53:12,77.70054048
0xa00025tm_,0xa00025,2019-10-01T16:19:13,82.41896356
0xa00014tm_,0xa00014,2019-10-01T11:33:52,81.96082825
0xa00036tm_,0xa00036,2019-10-01T23:10:58,83.8062273
0xa00021tm_,0xa00021,2019-10-01T02:13:55,82
0xa00005tm_,0xa00005,2019-10-01T15:33:14,79.56826147
0xa00022tm_,0xa00022,2019-10-01T04:07:53,82
0xa00003tm_,0xa00003,2019-10-01T06:17:42,80.16626135
0xa00014tm_,0xa00014,2019-10-01T15:45:32,81.55480943
0xa00027tm_,0xa00027,2019-10-01T05:00:10,82.05580272
0xa00021tm_,0xa00021,2019-10-01T02:30:36,82
0xa00017tm_,0xa00017,2019-10-01T14:37:32,81.06657521
0xa00020tm_,0xa00020,2019-10-01T14:14:30,82
0xa00003tm_,0xa00003,2019-10-01T18:24:38,80.5290359
0xa00006tm_,0xa00006,2019-10-01T14:59:39,79.56443615
0xa00026tm_,0xa00026,2019-10-01T13:19:33,82.04466159
0xa00009tm_,0xa00009,2019-10-01T14:33:20,79.42277229
0xa00034tm_,0xa00034,2019-10-01T11:23:37,84.95603315
0xa00003tm_,0xa00003,2019-10-01T22:32:23,81.41567596
0xa00032tm_,0xa00032,2019-10-01T15:03:28,82.04849418
0xa00027tm_,0xa00027,2019-10-01T17:36:08,82.04890709
0xa00033tm_,0xa00033,2019-10-01T07:10:07,83.77515557
0xa00028tm_,0xa00028,2019-10-01T19:26:46,82.39100598
0xa00038tm_,0xa00038,2019-10-01T02:52:14,85.64434015
0xa00007tm_,0xa00007,2019-10-01T07:18:20,80.234795
0xa00013tm_,0xa00013,2019-10-01T12:09:16,81.04140694
0xa00009tm_,0xa00009,2019-10-01T17:27:25,79.23465881
0xa00010tm_,0xa00010,2019-10-01T23:58:20,81.77493407
0xa00033tm_,0xa00033,2019-10-01T05:36:22,84.36041209
0xa00024tm_,0xa00024,2019-10-01T23:16:01,82.61287841
0xa00028tm_,0xa00028,2019-10-01T03:39:17,83.79089819
0xa00036tm_,0xa00036,2019-10-01T20:43:11,84.6041434
0xa00032tm_,0xa00032,2019-10-01T22:32:14,82.38064713
0xa00037tm_,0xa00037,2019-10-01T23:28:36,84.48443602
0xa00012tm_,0xa00012,2019-10-01T22:16:31,80.21639098
0xa00011tm_,0xa00011,2019-10-01T20:21:36,79.4878012
0xa00027tm_,0xa00027,2019-10-01T14:15:53,82.82893845
0xa00011tm_,0xa00011,2019-10-01T14:32:18,79.27786803
0xa00032tm_,0xa00032,2019-10-01T17:56:07,82.21248158
0xa00033tm_,0xa00033,2019-10-01T20:12:50,83.18646695
0xa00016tm_,0xa00016,2019-10-01T02:57:24,81.43938347
0xa00027tm_,0xa00027,2019-10-01T13:36:16,82.0429844
0xa00016tm_,0xa00016,2019-10-01T05:28:19,81.97205589
0xa00028tm_,0xa00028,2019-10-01T19:40:48,82.44523487
0xa00036tm_,0xa00036,2019-10-01T04:27:42,83.35153186
0xa00020tm_,0xa00020,2019-10-01T17:27:22,82
0xa00036tm_,0xa00036,2019-10-01T11:11:22,83.80985375
0xa00039tm_,0xa00039,2019-10-01T06:29:16,84.09225038
0xa00026tm_,0xa00026,2019-10-01T05:57:47,82.20091827
0xa00024tm_,0xa00024,2019-10-01T20:13:42,82.43398419
0xa00001tm_,0xa00001,2019-10-01T18:09:49,79.51418777
0xa00031tm_,0xa00031,2019-10-01T08:25:41,82.05749076
0xa00005tm_,0xa00005,2019-10-01T13:01:18,81.29899505
0xa00026tm_,0xa00026,2019-10-01T23:27:49,82.96305176
0xa00014tm_,0xa00014,2019-10-01T22:58:26,81.9710003
0xa00032tm_,0xa00032,2019-10-01T19:50:43,83.92188483
0xa00037tm_,0xa00037,2019-10-01T19:59:20,84.8344152
0xa00021tm_,0xa00021,2019-10-01T16:55:37,82
0xa00014tm_,0xa00014,2019-10-01T00:31:46,81.30432217
0xa00036tm_,0xa00036,2019-10-01T11:19:32,83.83949852
0xa00033tm_,0xa00033,2019-10-01T20:35:10,83.50509814
0xa00002tm_,0xa00002,2019-10-01T07:56:16,80.84765483
0xa00003tm_,0xa00003,2019-10-01T11:37:41,80.18676956
0xa00036tm_,0xa00036,2019-10-01T14:19:25,82.7033539
0xa00037tm_,0xa00037,2019-10-01T15:14:40,83.77139026
0xa00036tm_,0xa00036,2019-10-01T14:09:53,83.48968753
0xa00030tm_,0xa00030,2019-10-01T21:36:22,82.68727121
0xa00012tm_,0xa00012,2019-10-01T05:35:16,80.28377931
0xa00034tm_,0xa00034,2019-10-01T14:08:27,84.51392008
0xa00013tm_,0xa00013,2019-10-01T14:41:57,80.60690782
0xa00004tm_,0xa00004,2019-10-01T20:14:53,78.30178042
0xa00009tm_,0xa00009,2019-10-01T01:12:30,81.89082643
0xa00009tm_,0xa00009,2019-10-01T01:36:31,81.0736577
0xa00016tm_,0xa00016,2019-10-01T23:59:30,81.08778392
0xa00030tm_,0xa00030,2019-10-01T03:40:16,83.45132044
0xa00006tm_,0xa00006,2019-10-01T01:18:35,81.05346191
0xa00005tm_,0xa00005,2019-10-01T17:14:56,78.72279226
0xa00030tm_,0xa00030,2019-10-01T03:36:30,83.65883563
0xa00033tm_,0xa00033,2019-10-01T23:15:47,83.9690326
0xa00023tm_,0xa00023,2019-10-01T19:14:11,82
0xa00030tm_,0xa00030,2019-10-01T16:48:11,83.0460248
0xa00020tm_,0xa00020,2019-10-01T15:35:23,82
0xa00025tm_,0xa00025,2019-10-01T21:40:37,82.5190991
0xa00037tm_,0xa00037,2019-10-01T01:22:18,85.37870799
0xa00029tm_,0xa00029,2019-10-01T18:07:13,82.43561719
0xa00009tm_,0xa00009,2019-10-01T18:44:21,79.18243914
0xa00026tm_,0xa00026,2019-10-01T08:12:19,82.93777965
0xa00013tm_,0xa00013,2019-10-01T14:51:37,80.61190788
0xa00004tm_,0xa00004,2019-10-01T11:46:37,78.71101757
0xa00026tm_,0xa00026,2019-10-01T22:26:21,82.57200833
0xa00024tm_,0xa00024,2019-10-01T17:16:27,82.36900314
0xa00008tm_,0xa00008,2019-10-01T03:11:06,80.63055801
0xa00005tm_,0xa00005,2019-10-01T20:53:41,81.82610281
0xa00028tm_,0xa00028,2019-10-01T13:28:30,82.94012805
0xa00001tm_,0xa00001,2019-10-01T18:02:16,77.90559427
0xa00032tm_,0xa00032,2019-10-01T13:41:50,83.94615149
0xa00007tm_,0xa00007,2019-10-01T11:21:51,81.06208696
0xa00031tm_,0xa00031,2019-10-01T20:35:45,82.45839156
0xa00011tm_,0xa00011,2019-10-01T07:12:47,80.80691385
0xa00002tm_,0xa00002,2019-10-01T13:06:13,77.69226931
0xa00026tm_,0xa00026,2019-10-01T04:04:11,82.81875181
0xa00006tm_,0xa00006,2019-10-01T02:13:10,80.41681292
0xa00038tm_,0xa00038,2019-10-01T10:02:27,85.87947778
0xa00026tm_,0xa00026,2019-10-01T16:30:17,82.46200447
0xa00022tm_,0xa00022,2019-10-01T15:33:40,82
0xa00014tm_,0xa00014,2019-10-01T12:19:11,81.64819406
0xa00018tm_,0xa00018,2019-10-01T18:11:17,81.31461595
0xa00011tm_,0xa00011,2019-10-01T22:39:05,81.90290337
0xa00015tm_,0xa00015,2019-10-01T07:27:57,81.60371486
0xa00015tm_,0xa00015,2019-10-01T08:07:02,81.57493369
0xa00031tm_,0xa00031,2019-10-01T09:13:24,82.33260039
0xa00014tm_,0xa00014,2019-10-01T12:39:49,81.91882606
0xa00031tm_,0xa00031,2019-10-01T11:28:48,82.91632646
0xa00030tm_,0xa00030,2019-10-01T20:26:02,83.81620452
0xa00024tm_,0xa00024,2019-10-01T05:35:26,82.36171014
0xa00039tm_,0xa00039,2019-10-01T01:37:48,82.24448831
0xa00033tm_,0xa00033,2019-10-01T19:14:48,83.70836917
0xa00028tm_,0xa00028,2019-10-01T23:57:18,82.70079872
0xa00031tm_,0xa00031,2019-10-01T20:09:26,83.52400524
0xa00002tm_,0xa00002,2019-10-01T03:00:47,80.14824353
0xa00012tm_,0xa00012,2019-10-01T11:14:15,81.8909621
0xa00023tm_,0xa00023,2019-10-01T22:52:24,82
0xa00011tm_,0xa00011,2019-10-01T04:15:33,79.35365626
0xa00001tm_,0xa00001,2019-10-01T20:32:33,79.19912862
0xa00017tm_,0xa00017,2019-10-01T03:07:18,81.8052243
0xa00013tm_,0xa00013,2019-10-01T14:06:08,80.54738912
0xa00015tm_,0xa00015,2019-10-01T18:26:10,81.80752234
0xa00003tm_,0xa00003,2019-10-01T03:37:51,81.88515063
0xa00039tm_,0xa00039,2019-10-01T13:00:08,82.96420319
0xa00001tm_,0xa00001,2019-10-01T03:57:54,80.20068687
0xa00020tm_,0xa00020,2019-10-01T16:37:04,82
0xa00033tm_,0xa00033,2019-10-01T22:34:32,82.47104448
0xa00023tm_,0xa00023,2019-10-01T01:19:47,82
0xa00011tm_,0xa00011,2019-10-01T02:35:55,81.38437649
0xa00008tm_,0xa00008,2019-10-01T10:56:14,79.7006923
0xa00014tm_,0xa00014,2019-10-01T06:26:05,80.86469061
0xa00038tm_,0xa00038,2019-10-01T19:16:00,84.24613274
0xa00039tm_,0xa00039,2019-10-01T15:30:31,85.25998195
0xa00036tm_,0xa00036,2019-10-01T05:55:06,85.13940864
0xa00036tm_,0xa00036,2019-10-01T01:38:16,83.05485408
0xa00035tm_,0xa00035,2019-10-01T05:29:43,83.87915083
0xa00009tm_,0xa00009,2019-10-01T07:13:31,79.63319349
0xa00019tm_,0xa00019,2019-10-01T05:12:32,81.53294796
0xa00004tm_,0xa00004,2019-10-01T13:57:57,78.80593521
0xa00014tm_,0xa00014,2019-10-01T06:49:30,81.12554378
0xa00031tm_,0xa00031,2019-10-01T03:25:49,82.65310737
0xa00025tm_,0xa00025,2019-10-01T19:50:03,82.54987797
0xa00029tm_,0xa00029,2019-10-01T21:50:38,82.54537122
0xa00009tm_,0xa00009,2019-10-01T21:47:03,80.52199193
0xa00039tm_,0xa00039,2019-10-01T20:42:38,83.69259568
0xa00031tm_,0xa00031,2019-10-01T21:25:15,82.52688229
0xa00001tm_,0xa00001,2019-10-01T05:26:21,78.75205494
0xa00003tm_,0xa00003,2019-10-01T09:26:02,78.99404502
0xa00014tm_,0xa00014,2019-10-01T23:47:02,80.21959134
0xa00018tm_,0xa00018,2019-10-01T07:45:23,81.74318803
0xa00025tm_,0xa00025,2019-10-01T03:11:51,82.25167193
0xa00016tm_,0xa00016,2019-10-01T19:18:41,81.72193164
0xa00009tm_,0xa00009,2019-10-01T13:06:50,81.42985625
0xa00003tm_,0xa00003,2019-10-01T02:55:30,81.56650685
0xa00024tm_,0xa00024,2019-10-01T00:47:16,82.26128456
0xa00027tm_,0xa00027,2019-10-01T15:42:58,82.53150082
0xa00024tm_,0xa00024,2019-10-01T03:57:04,82.26785706
0xa00037tm_,0xa00037,2019-10-01T10:21:02,84.60282085
0xa00025tm_,0xa00025,2019-10-01T07:47:36,82.99204841
0xa00013tm_,0xa00013,2019-10-01T20:15:41,81.26887064
0xa00014tm_,0xa00014,2019-10-01T20:21:37,81.58067002
0xa00006tm_,0xa00006,2019-10-01T13:08:54,79.4751145
0xa00028tm_,0xa00028,2019-10-01T00:08:40,83.52528509
0xa00021tm_,0xa00021,2019-10-01T04:00:07,82
0xa00010tm_,0xa00010,2019-10-01T03:44:07,80.79364587
0xa00003tm_,0xa00003,2019-10-01T07:37:26,78.24061
0xa00021tm_,0xa00021,2019-10-01T11:10:29,82
0xa00003tm_,0xa00003,2019-10-01T21:47:58,81.7114894
0xa00002tm_,0xa00002,2019-10-01T22:49:49,77.89360996
0xa00033tm_,0xa00033,2019-10-01T16:09:10,84.26235515
0xa00025tm_,0xa00025,2019-10-01T21:50:56,82.53028633
0xa00029tm_,0xa00029,2019-10-01T21:10:31,82.24051546
0xa00011tm_,0xa00011,2019-10-01T18:33:06,79.63134091
0xa00017tm_,0xa00017,2019-10-01T02:20:17,81.0471107
0xa00011tm_,0xa00011,2019-10-01T04:02:04,80.40274514
0xa00006tm_,0xa00006,2019-10-01T17:28:00,80.1108129
0xa00010tm_,0xa00010,2019-10-01T00:32:03,79.44414985
0xa00022tm_,0xa00022,2019-10-01T19:36:35,82
0xa00028tm_,0xa00028,2019-10-01T16:16:00,83.20442374
0xa00015tm_,0xa00015,2019-10-01T00:20:12,81.28609963
0xa00001tm_,0xa00001,2019-10-01T15:23:07,78.57226381
0xa00015tm_,0xa00015,2019-10-01T01:08:05,80.31159665
0xa00030tm_,0xa00030,2019-10-01T09:54:31,82.84899922
0xa00002tm_,0xa00002,2019-10-01T13:29:55,77.92704689
0xa00022tm_,0xa00022,2019-10-01T00:48:27,82
0xa00013tm_,0xa00013,2019-10-01T01:27:07,80.94823693
0xa00024tm_,0xa00024,2019-10-01T17:20:34,82.89235482
0xa00030tm_,0xa00030,2019-10-01T05:18:39,82.38143981
0xa00003tm_,0xa00003,2019-10-01T12:43:46,79.84001614
0xa00012tm_,0xa00012,2019-10-01T00:24:28,80.61304334
0xa00027tm_,0xa00027,2019-10-01T10:07:58,82.83304003
0xa00024tm_,0xa00024,2019-10-01T13:49:24,82.75582832
0xa00011tm_,0xa00011,2019-10-01T07:40:01,80.89069808
0xa00025tm_,0xa00025,2019-10-01T03:49:31,82.38353711
0xa00013tm_,0xa00013,2019-10-01T01:21:41,81.06548466
0xa00001tm_,0xa00001,2019-10-01T06:05:00,77.02034025
0xa00006tm_,0xa00006,2019-10-01T06:48:04,79.9158795
0xa00008tm_,0xa00008,2019-10-01T17:00:12,79.82765685
0xa00022tm_,0xa00022,2019-10-01T20:34:46,82
0xa00022tm_,0xa00022,2019-10-01T10:49:15,82
0xa00021tm_,0xa00021,2019-10-01T09:13:52,82
0xa00016tm_,0xa00016,2019-10-01T02:34:12,81.47019494
0xa00015tm_,0xa00015,2019-10-01T04:56:49,81.07295805
0xa00037tm_,0xa00037,2019-10-01T03:09:55,84.41669554
0xa00032tm_,0xa00032,2019-10-01T03:18:35,84.78383455
0xa00037tm_,0xa00037,2019-10-01T07:57:10,84.47509735
0xa00003tm_,0xa00003,2019-10-01T19:35:52,77.89334926
0xa00012tm_,0xa00012,2019-10-01T09:49:19,80.17219782
0xa00016tm_,0xa00016,2019-10-01T00:57:36,81.42993029
0xa00004tm_,0xa00004,2019-10-01T16:46:23,81.28504649
0xa00022tm_,0xa00022,2019-10-01T11:51:07,82
0xa00037tm_,0xa00037,2019-10-01T11:06:57,82.62799805
0xa00001tm_,0xa00001,2019-10-01T13:27:34,78.26916505
0xa00005tm_,0xa00005,2019-10-01T20:47:46,78.26724966
0xa00030tm_,0xa00030,2019-10-01T15:30:21,83.29210076
0xa00005tm_,0xa00005,2019-10-01T09:00:06,80.55813469
0xa00003tm_,0xa00003,2019-10-01T13:32:09,80.84195157
0xa00034tm_,0xa00034,2019-10-01T09:23:57,84.77781824
0xa00039tm_,0xa00039,2019-10-01T14:51:18,85.93156953
0xa00007tm_,0xa00007,2019-10-01T20:16:53,78.53600023
0xa00017tm_,0xa00017,2019-10-01T05:31:58,81.04430309
0xa00024tm_,0xa00024,2019-10-01T01:16:32,82.98926011
0xa00005tm_,0xa00005,2019-10-01T13:38:26,78.30364535
0xa00006tm_,0xa00006,2019-10-01T23:17:19,80.25715844
0xa00010tm_,0xa00010,2019-10-01T00:55:59,79.04997532
0xa00023tm_,0xa00023,2019-10-01T01:06:51,82
0xa00016tm_,0xa00016,2019-10-01T00:55:33,81.26562766
0xa00021tm_,0xa00021,2019-10-01T14:12:52,82
0xa00014tm_,0xa00014,2019-10-01T00:23:17,80.04826777
0xa00007tm_,0xa00007,2019-10-01T00:30:26,79.19475495
0xa00018tm_,0xa00018,2019-10-01T20:51:33,81.37959002
0xa00020tm_,0xa00020,2019-10-01T19:42:22,82
0xa00035tm_,0xa00035,2019-10-01T23:33:48,83.42502204
0xa00033tm_,0xa00033,2019-10-01T11:13:53,84.72532782
0xa00033tm_,0xa00033,2019-10-01T19:42:09,82.3251259
0xa00020tm_,0xa00020,2019-10-01T11:58:41,82
0xa00023tm_,0xa00023,2019-10-01T23:57:26,82
0xa00026tm_,0xa00026,2019-10-01T21:21:42,82.04250595
0xa00012tm_,0xa00012,2019-10-01T23:54:18,80.66347811
0xa00023tm_,0xa00023,2019-10-01T18:15:47,82
0xa00008tm_,0xa00008,2019-10-01T15:05:46,81.71740959
0xa00036tm_,0xa00036,2019-10-01T08:33:16,83.20969095
0xa00031tm_,0xa00031,2019-10-01T22:07:21,83.37295284
0xa00034tm_,0xa00034,2019-10-01T13:45:30,84.66665003
